MM-0392,Honda Vision 110 review,"Honda Vision 110 Review: Vietnam's Default City Scooter",honda vision 110 review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Best Scooters to Rent in Hanoi for Foreigners","Deep model review with verified Honda VN specs; rental article covers rates only","honda-vision-vs-yamaha-janus, honda-vision-vs-honda-air-blade, 16-inch-wheel-scooters-vietnam",published
MM-0393,Honda Air Blade 160 review,"Honda Air Blade 160 Review: The Sporty Commuter Scooter",honda air blade 160 review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Honda Vision 110 Review","160-class liquid-cooled model deep-dive; distinct engine tier from MM-0392","honda-air-blade-125-review, honda-air-blade-160-vs-honda-lead-125, air-cooled-vs-liquid-cooled-motorbike",published
MM-0394,Honda Air Blade 125 review,"Honda Air Blade 125 Review: The Balanced Middle Ground",honda air blade 125 review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Honda Air Blade 160 Review","125 variant with its own verified figures; not a duplicate of the 160 review","honda-air-blade-160-review, honda-vision-vs-honda-air-blade, 110cc-vs-125cc-scooters",published
MM-0395,Honda Lead 125 review,"Honda Lead 125 Review: The Storage Champion",honda lead 125 review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Honda Air Blade 125 Review","Storage-focused model review; unique cargo intent not covered elsewhere","scooter-underseat-storage-comparison, honda-air-blade-160-vs-honda-lead-125, honda-lead-vs-yamaha-grande",published
MM-0396,Yamaha Janus 125 review,"Yamaha Janus 125 Review: The Value Challenger",yamaha janus 125 review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Honda Vision 110 Review","First Yamaha model review; verified Yamaha VN specs","honda-vision-vs-yamaha-janus, yamaha-janus-vs-yamaha-freego, honda-vs-yamaha-scooters-vietnam",published
MM-0397,Yamaha FreeGo 125 review,"Yamaha FreeGo 125 Review: The Practical Sporty Scooter",yamaha freego 125 review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Yamaha Janus 125 Review","Mid-range Yamaha review; distinct equipment and storage from Janus","yamaha-janus-vs-yamaha-freego, which-scooters-have-abs-vietnam, smart-key-scooters-vietnam",published
MM-0398,Yamaha Grande review,"Yamaha Grande Review: The Style-First City Scooter",yamaha grande review,informational,3-scooters,3.1 model-reviews,model-review,riders choosing a scooter in Vietnam,manufacturer-research,R3,technical-specs,"Yamaha FreeGo 125 Review","Style-class Yamaha review with only manufacturer-published facts","honda-lead-vs-yamaha-grande, smart-key-scooters-vietnam, scooter-underseat-storage-comparison",published
MM-0399,Honda Vision vs Yamaha Janus,"Honda Vision vs Yamaha Janus: The Entry Scooter Duel",honda vision vs yamaha janus,commercial,3-scooters,3.2 model-comparisons,guide,buyers comparing entry scooters,manufacturer-research,R3,technical-specs,"Honda Vision 110 Review","Cross-brand entry comparison; reviews cover single models only","honda-vision-110-review, yamaha-janus-125-review, 110cc-vs-125cc-scooters",published
MM-0400,Honda Air Blade 160 vs Honda Lead 125,"Honda Air Blade 160 vs Honda Lead 125: Pace or Space?",honda air blade 160 vs lead 125,commercial,3-scooters,3.2 model-comparisons,guide,buyers comparing Honda mid scooters,manufacturer-research,R3,technical-specs,"Honda Air Blade 160 Review","Pace vs storage trade-off comparison; distinct intent from either review","honda-air-blade-160-review, honda-lead-125-review, scooter-underseat-storage-comparison",published
MM-0401,Yamaha Janus vs FreeGo,"Yamaha Janus 125 vs FreeGo 125: Same Engine, Different Missions",yamaha janus vs freego,commercial,3-scooters,3.2 model-comparisons,guide,buyers comparing Yamaha scooters,manufacturer-research,R3,technical-specs,"Yamaha Janus 125 Review","Intra-brand comparison of identical-engine siblings; unique intent","yamaha-janus-125-review, yamaha-freego-125-review, scooter-underseat-storage-comparison",published
