MM-0502,Wave Alpha 110 review,Honda Wave Alpha 110 Review: Vietnam's Entry-Level Workhorse,honda wave alpha 110 review,informational,4-motorcycles,4.1 model-reviews,model-review,budget buyers and beginners,manufacturer-research,R3,technical-specs,Honda Blade 110 Review,Cheapest new Honda on manufacturer-verified specs; rental-relevant Wave class,"honda-blade-110-review, how-to-rent-a-motorbike-hanoi, automatic-vs-manual-motorbike-hanoi, scooter-vs-semi-automatic-hanoi, best-motorbike-for-students-hanoi",published
MM-0503,Blade 110 review,Honda Blade 110 Review: The Street-Smart Budget Underbone,honda blade 110 review,informational,4-motorcycles,4.1 model-reviews,model-review,budget buyers and commuters,manufacturer-research,R3,technical-specs,Honda Wave Alpha 110 Review,109cc with 141 mm clearance and disc Sport version vs the cheaper Wave Alpha,"honda-wave-alpha-110-review, honda-wave-rsx-review, disc-vs-drum-brakes-motorbike, automatic-vs-manual-motorbike-hanoi, best-motorbike-for-students-hanoi",published
MM-0504,Wave RSX review,Honda Wave RSX Review: Fuel Injection for the 110 Class,honda wave rsx review,informational,4-motorcycles,4.1 model-reviews,model-review,commuters stepping up in the 110 class,manufacturer-research,R3,technical-specs,Honda Blade 110 Review,PGM-FI 110 with best economy and tank in class vs carb siblings,"honda-wave-alpha-110-review, honda-blade-110-review, carburettor-vs-fuel-injection-vietnam, hard-shifting-gearbox-motorbike, best-motorbike-for-commuting-hanoi",published
MM-0505,Future 125 review,Honda Future 125 FI Review: The Long-Legs Underbone,honda future 125 review,informational,4-motorcycles,4.1 model-reviews,model-review,underbone buyers stepping up to 125cc,manufacturer-research,R3,technical-specs,Honda Wave RSX Review,124.9cc torque and 4.6 L tank vs the 110 class,"honda-wave-rsx-review, esp-vs-blue-core-engines-explained, best-motorbike-for-commuting-hanoi, best-motorbike-for-two-people-hanoi, carburettor-vs-fuel-injection-vietnam",published
MM-0506,Sirius RC review,Yamaha Sirius RC 110 Review: Honda's Oldest Rival Refreshed,yamaha sirius rc 110 review,informational,4-motorcycles,4.1 model-reviews,model-review,budget buyers and students,manufacturer-research,R3,technical-specs,Honda Wave Alpha 110 Review,Yamaha 110 veteran on manufacturer data; price-published rental class,"honda-wave-alpha-110-review, honda-blade-110-review, automatic-vs-manual-motorbike-hanoi, how-to-rent-a-motorbike-hanoi, best-motorbike-for-students-hanoi",published
MM-0507,Super Cub C125 review,Honda Super Cub C125 Review: The Icon Priced Like a Premium Scooter,honda super cub c125 review,informational,4-motorcycles,4.1 model-reviews,model-review,style-first buyers,manufacturer-research,R3,technical-specs,Honda Future 125 Review,Icon 125 with Future-class mechanics at triple price,"honda-future-125-review, honda-ct125-review, esp-vs-blue-core-engines-explained, best-motorbike-for-commuting-hanoi, genuine-vs-fake-parts-motorbike-vietnam",published
MM-0508,CT125 review,Honda CT125 Review: The Cub That Wants to Go Exploring,honda ct125 review,informational,4-motorcycles,4.1 model-reviews,model-review,day-trippers and light adventurers,manufacturer-research,R3,technical-specs,Honda Super Cub C125 Review,Adventure Cub with 165 mm clearance and 5.4 L tank,"honda-super-cub-c125-review, honda-future-125-review, carrying-luggage-motorbike-safely-vietnam, best-motorbike-for-day-trips-from-hanoi, hill-starts-motorbike-slopes-vietnam",published
MM-0509,Winner R review,Honda Winner R Review: The Manual-Clutch Sport Underbone,honda winner r review,informational,4-motorcycles,4.1 model-reviews,model-review,clutch-bike buyers,manufacturer-research,R3,technical-specs,Yamaha Exciter 155 VVA Review,Honda clutch underbone on verified specs vs Exciter,"yamaha-exciter-155-vva-review, air-cooled-vs-liquid-cooled-motorbike, a1-licence-vietnam-what-you-can-ride, best-motorbike-for-day-trips-from-hanoi, clutch-slipping-manual-motorbike",published
MM-0510,Exciter 155 VVA review,Yamaha Exciter 155 VVA Review: Vietnam's Favourite Clutch Bike,yamaha exciter 155 vva review,informational,4-motorcycles,4.1 model-reviews,model-review,clutch-bike buyers,manufacturer-research,R3,technical-specs,Honda Winner R Review,155 VVA six-speed slipper-clutch flagship on verified specs,"honda-winner-r-review, air-cooled-vs-liquid-cooled-motorbike, a1-licence-vietnam-what-you-can-ride, honda-cbr150r-review, best-motorbike-for-day-trips-from-hanoi",published
MM-0511,CBR150R review,Honda CBR150R Review: The Entry to Full-Fairing Sport Riding,honda cbr150r review,informational,4-motorcycles,4.1 model-reviews,model-review,sport-touring riders,manufacturer-research,R3,technical-specs,Honda Winner R Review,DOHC 150 with 12 L tank and fairing vs naked underbones,"honda-winner-r-review, yamaha-exciter-155-vva-review, a1-licence-vietnam-what-you-can-ride, air-cooled-vs-liquid-cooled-motorbike, best-motorbike-for-long-distance-vietnam",published
MM-0512,Wave Alpha vs Blade,Honda Wave Alpha vs Honda Blade: Which Budget Underbone?,honda wave alpha vs honda blade,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,budget 110 buyers,manufacturer-research,R3,technical-specs,Honda Blade 110 Review,Cheapest Honda vs disc/clearance step-up within the 110 family,"honda-wave-alpha-110-review, honda-blade-110-review, honda-wave-rsx-review, disc-vs-drum-brakes-motorbike, best-110cc-underbones-vietnam-verified",published
MM-0513,Wave RSX vs Sirius,Honda Wave RSX vs Yamaha Sirius: The 110 Class Benchmark,honda wave rsx vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,110 class buyers cross-shopping brands,manufacturer-research,R3,technical-specs,Honda Blade vs Yamaha Sirius,FI Honda vs carb Yamaha benchmark duel on verified specs,"honda-wave-rsx-review, yamaha-sirius-rc-110-review, honda-blade-vs-yamaha-sirius, carburettor-vs-fuel-injection-vietnam, best-110cc-underbones-vietnam-verified",published
MM-0514,Blade vs Sirius,Honda Blade vs Yamaha Sirius: Budget 110 Head-to-Head,honda blade vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,budget 110 buyers cross-shopping brands,manufacturer-research,R3,technical-specs,Honda Wave RSX vs Yamaha Sirius,Clearance and economy vs version ladder and torque,"honda-blade-110-review, yamaha-sirius-rc-110-review, honda-wave-alpha-vs-yamaha-sirius, honda-wave-rsx-vs-yamaha-sirius, best-110cc-underbones-vietnam-verified",published
MM-0515,Wave Alpha vs Sirius,Honda Wave Alpha vs Yamaha Sirius: The Two Rental Classics,honda wave alpha vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,renters choosing between the classic rental classes,manufacturer-research,R3,technical-specs,Honda Wave Alpha 110 Review,The two price-published rental classes compared for visitors,"honda-wave-alpha-110-review, yamaha-sirius-rc-110-review, scooter-vs-semi-automatic-hanoi, how-to-rent-a-motorbike-hanoi, best-110cc-underbones-vietnam-verified",published
MM-0516,Future 125 vs Wave RSX,Honda Future 125 vs Wave RSX: Step Up or Stay Small?,honda future 125 vs honda wave rsx,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,underbone upgraders,manufacturer-research,R3,technical-specs,Honda Future 125 Review,125 torque and range vs 110 lightness within Honda range,"honda-future-125-review, honda-wave-rsx-review, honda-wave-alpha-110-review, best-motorbike-for-two-people-hanoi, best-125cc-underbones-vietnam-verified",published
MM-0517,Future 125 vs Sirius,Honda Future 125 vs Yamaha Sirius: Big Underbone vs Light 110,honda future 125 vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,commuters choosing class size,manufacturer-research,R3,technical-specs,Honda Future 125 vs Honda Wave RSX,Class-crossing torque/range vs compactness duel,"honda-future-125-review, yamaha-sirius-rc-110-review, best-motorbike-for-commuting-hanoi, esp-vs-blue-core-engines-explained, best-125cc-underbones-vietnam-verified",published
MM-0518,Super Cub vs Future,Honda Super Cub C125 vs Future 125 FI: Style Icon vs Working Hero,honda super cub c125 vs honda future 125,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,125 buyers weighing style vs value,manufacturer-research,R3,technical-specs,Honda Super Cub C125 Review,Same-class engines 58 million VND apart; what the icon premium buys,"honda-super-cub-c125-review, honda-future-125-review, honda-ct125-review, best-125cc-underbones-vietnam-verified, genuine-vs-fake-parts-motorbike-vietnam",published
MM-0519,CT125 vs Super Cub,Honda CT125 vs Super Cub C125: Adventure Cub vs Classic Cub,honda ct125 vs honda super cub c125,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,premium Cub buyers,manufacturer-research,R3,technical-specs,Honda Super Cub C125 vs Honda Future 125,Adventure numbers vs classic styling on near-identical engines,"honda-ct125-review, honda-super-cub-c125-review, best-motorbike-for-day-trips-from-hanoi, carrying-luggage-motorbike-safely-vietnam, best-125cc-underbones-vietnam-verified",published
MM-0520,Winner R vs Exciter,Honda Winner R vs Yamaha Exciter 155: The Clutch Underbone Duel,honda winner r vs yamaha exciter 155,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,clutch-bike buyers cross-shopping brands,manufacturer-research,R3,technical-specs,Honda Winner R Review,Six-speed slipper-clutch flagship vs value clutch underbone,"honda-winner-r-review, yamaha-exciter-155-vva-review, air-cooled-vs-liquid-cooled-motorbike, a1-licence-vietnam-what-you-can-ride, best-150cc-manual-motorbikes-vietnam-verified",published
MM-0521,CBR150R vs Winner R,Honda CBR150R vs Winner R: Fairing Sport or Naked Underbone?,honda cbr150r vs honda winner r,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,150cc sport buyers,manufacturer-research,R3,technical-specs,Honda Winner R vs Yamaha Exciter 155,Same engine class; 12 L tank and fairing vs price and agility,"honda-cbr150r-review, honda-winner-r-review, yamaha-exciter-155-vva-review, best-150cc-manual-motorbikes-vietnam-verified, best-motorbike-for-long-distance-vietnam",published
MM-0522,Best 110cc underbones,Best 110cc Underbone Motorbikes in Vietnam: The Verified Data Guide,best 110cc motorbike vietnam,commercial,4-motorcycles,4.3 choosing-guides,choosing-guide,110 class buyers,manufacturer-research,R3,technical-specs,Honda Wave RSX vs Yamaha Sirius,All four current 110s ranked on manufacturer data only,"honda-wave-alpha-110-review, honda-blade-110-review, honda-wave-rsx-review, yamaha-sirius-rc-110-review, how-to-rent-a-motorbike-hanoi",published
MM-0523,Best 125cc underbones,Best 125cc Underbone Motorbikes in Vietnam: Verified Data Guide,best 125cc underbone vietnam,commercial,4-motorcycles,4.3 choosing-guides,choosing-guide,125 class buyers,manufacturer-research,R3,technical-specs,Honda Super Cub C125 vs Honda Future 125,Three current 125s ranked on manufacturer data only,"honda-future-125-review, honda-super-cub-c125-review, honda-ct125-review, best-motorbike-for-commuting-hanoi, best-motorbike-for-day-trips-from-hanoi",published
MM-0524,Best 150cc manuals,Best 150cc Manual-Clutch Motorbikes in Vietnam: Verified Data Guide,best 150cc motorbike vietnam manual,commercial,4-motorcycles,4.3 choosing-guides,choosing-guide,clutch-bike buyers,manufacturer-research,R3,technical-specs,Honda Winner R vs Yamaha Exciter 155,Three current 150-155cc clutch bikes ranked on manufacturer data,"yamaha-exciter-155-vva-review, honda-winner-r-review, honda-cbr150r-review, a1-licence-vietnam-what-you-can-ride, air-cooled-vs-liquid-cooled-motorbike",published
MM-0525,Semi-automatic gearbox explainer,Semi-Automatic Gearboxes Explained: How a Vietnamese Underbone Shifts,how semi automatic motorbike gearbox works,informational,4-motorcycles,4.4 specs-explained,spec-explainer,new riders and visitors,manufacturer-research,R3,technical-specs,Automatic vs Semi-Automatic vs Manual: Which Bike to Rent in Hanoi,Centrifugal clutch and rotary shift explained with verified examples,"automatic-vs-manual-motorbike-hanoi, scooter-vs-semi-automatic-hanoi, centrifugal-clutch-care-semi-automatic, hard-shifting-gearbox-motorbike, honda-wave-alpha-110-review",published
MM-0526,Alloy vs spoked wheels,Alloy vs Spoked Wheels on Vietnamese Motorbikes: What to Choose,alloy vs spoked wheels motorbike,informational,4-motorcycles,4.4 specs-explained,spec-explainer,parts and version choosers,manufacturer-research,R3,technical-specs,Honda Blade 110 Review,Wheel type trade-offs anchored to published version data,"honda-blade-110-review, yamaha-sirius-rc-110-review, flat-tyre-repair-motorbike-vietnam, choosing-replacement-tyres-motorbike-vietnam, genuine-vs-fake-parts-motorbike-vietnam",published
