MM-0577,Wave RSX vs Exciter 155,Honda Wave RSX vs Yamaha Exciter 155: Semi-Auto Commuter or Manual Sport?,honda wave rsx vs yamaha exciter 155,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,semi-auto vs manual-clutch buyers,manufacturer-research,R3,technical-specs,Honda Wave RSX Review,"Injected 110 economy vs six-speed VVA sport on verified power, economy and price","""honda-wave-rsx-review, yamaha-exciter-155-vva-review, xe-so-vs-xe-con-tay-explained, best-150cc-manual-motorbikes-vietnam-verified, honda-winner-r-vs-yamaha-exciter-155, how-to-rent-a-motorbike-hanoi""",published
MM-0578,Wave RSX vs CT125,Honda Wave RSX vs Honda CT125: City Commuter or Trail Cub,honda wave rsx vs ct125,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,commuters and weekend riders,manufacturer-research,R3,technical-specs,Honda CT125 Review,"City economy 110 vs trail-Cub clearance, seat and tank on verified Honda data","""honda-wave-rsx-review, honda-ct125-review, honda-ct125-vs-honda-super-cub-c125, honda-blade-vs-honda-ct125, underbone-wheelbase-ground-clearance-explained, best-125cc-underbones-vietnam-verified""",published
MM-0579,Blade vs Super Cub,Honda Blade vs Honda Super Cub C125: Budget 110 or Heritage 125,honda blade vs super cub c125,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,budget buyers vs heritage buyers,manufacturer-research,R3,technical-specs,Honda Super Cub C125 Review,"Cheapest Honda 110 vs the 88-million icon compared on verified specs only","""honda-blade-110-review, honda-super-cub-c125-review, honda-wave-alpha-vs-super-cub, honda-super-cub-vs-honda-winner-r, premium-underbones-vietnam-verified, cheapest-new-underbones-vietnam-verified""",published
MM-0580,Blade vs Exciter 155,Honda Blade vs Yamaha Exciter 155: Commute or Clutch?,honda blade vs yamaha exciter 155,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,budget commuters vs sport riders,manufacturer-research,R3,technical-specs,Yamaha Exciter 155 VVA Review,"Budget rotary 110 vs manual VVA 155 - cost versus passion comparison","""honda-blade-110-review, yamaha-exciter-155-vva-review, yamaha-sirius-vs-yamaha-exciter-155, xe-so-vs-xe-con-tay-explained, automatic-vs-manual-motorbike-hanoi, honda-blade-vs-honda-winner-r""",published
MM-0581,Wave Alpha vs CT125,Honda Wave Alpha vs Honda CT125: Cheapest Cub or Tallest Cub?,honda wave alpha vs ct125,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,budget commuters and adventure riders,manufacturer-research,R3,technical-specs,Honda CT125 Review,"Lightest cheapest Honda vs tallest Honda on verified weights and clearance","""honda-wave-alpha-110-review, honda-ct125-review, honda-blade-vs-honda-ct125, honda-future-125-vs-honda-ct125, cheapest-new-underbones-vietnam-verified, underbone-wheelbase-ground-clearance-explained""",published
MM-0582,Future 125 vs Winner R,Honda Future 125 vs Honda Winner R: Family Underbone or Sport Underbone?,honda future 125 vs winner r,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,125 buyers weighing the manual step,manufacturer-research,R3,technical-specs,Honda Future 125 Review,"Economy 125 rotary vs liquid-cooled manual 150 on verified Honda figures","""honda-future-125-review, honda-winner-r-review, honda-wave-alpha-vs-honda-winner-r, best-150cc-manual-motorbikes-vietnam-verified, best-125cc-underbones-vietnam-verified, xe-so-vs-xe-con-tay-explained""",published
MM-0583,Future 125 vs Exciter 155,Honda Future 125 vs Yamaha Exciter 155: Easy 125 or Manual 155?,honda future 125 vs yamaha exciter 155,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,easy-125 vs sport-155 buyers,manufacturer-research,R3,technical-specs,Honda Future 125 Review,"Best-economy claim vs most-powerful sub-155 on verified data","""honda-future-125-review, yamaha-exciter-155-vva-review, honda-future-125-vs-honda-winner-r, yamaha-sirius-vs-yamaha-exciter-155, most-fuel-efficient-underbones-vietnam-verified, assist-slipper-clutch-explained""",published
MM-0584,CT125 vs Sirius,Honda CT125 vs Yamaha Sirius: Trail Cub vs Budget 110,honda ct125 vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,premium trail vs budget workhorse buyers,manufacturer-research,R3,technical-specs,Honda CT125 Review,"86-million trail Cub vs 22-million workhorse on verified specs","""honda-ct125-review, yamaha-sirius-rc-110-review, honda-wave-rsx-vs-yamaha-sirius, honda-blade-vs-honda-ct125, cheapest-new-underbones-vietnam-verified, how-to-rent-a-motorbike-hanoi""",published
MM-0585,Super Cub vs Sirius,Honda Super Cub vs Yamaha Sirius: Japan's Icon vs Vietnam's Workhorse,honda super cub vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,heritage buyers vs budget buyers,manufacturer-research,R3,technical-specs,Yamaha Sirius RC 110 Review,"The two most famous underbone names compared only on published specs","""honda-super-cub-c125-review, yamaha-sirius-rc-110-review, honda-wave-alpha-vs-super-cub, honda-ct125-vs-yamaha-sirius, premium-underbones-vietnam-verified, best-110cc-underbones-vietnam-verified""",published
MM-0586,Winner R vs Sirius,Honda Winner R vs Yamaha Sirius: Xe Con Tay or Xe So?,honda winner r vs yamaha sirius,commercial,4-motorcycles,4.2 model-comparisons,model-comparison,xe con tay vs xe so buyers,manufacturer-research,R3,technical-specs,Honda Winner R Review,"The manual-clutch vs semi-automatic class divide on verified numbers","""honda-winner-r-review, yamaha-sirius-rc-110-review, honda-wave-alpha-vs-honda-winner-r, honda-winner-r-vs-yamaha-exciter-155, best-150cc-manual-motorbikes-vietnam-verified, automatic-vs-manual-motorbike-hanoi""",published
